ward_section_concatenated,ward,section,month_name,month_number,dates,year,dates_list,date
3913,39,13,JULY,7,"11,14",2025,14,2025-07-14
3913,39,13,SEPTEMBER,9,"16,17",2025,16,2025-09-16
3913,39,13,SEPTEMBER,9,"16,17",2025,17,2025-09-17
3913,39,13,NOVEMBER,11,21,2025,21,2025-11-21
3914,39,14,MAY,5,"7,8",2025,7,2025-05-07
3914,39,14,MAY,5,"7,8",2025,8,2025-05-08
3914,39,14,JULY,7,"15,16",2025,15,2025-07-15
3914,39,14,JULY,7,"15,16",2025,16,2025-07-16
3914,39,14,SEPTEMBER,9,"18,19",2025,18,2025-09-18
3914,39,14,SEPTEMBER,9,"18,19",2025,19,2025-09-19
3914,39,14,NOVEMBER,11,24,2025,24,2025-11-24
3915,39,15,MAY,5,"9,12",2025,9,2025-05-09
3915,39,15,MAY,5,"9,12",2025,12,2025-05-12
3915,39,15,JULY,7,"17,18",2025,17,2025-07-17
3915,39,15,JULY,7,"17,18",2025,18,2025-07-18
3915,39,15,SEPTEMBER,9,"22,23",2025,22,2025-09-22
3915,39,15,SEPTEMBER,9,"22,23",2025,23,2025-09-23
3916,39,16,MAY,5,"13,14",2025,13,2025-05-13
3916,39,16,MAY,5,"13,14",2025,14,2025-05-14
3916,39,16,JULY,7,"21,22",2025,21,2025-07-21
3916,39,16,JULY,7,"21,22",2025,22,2025-07-22
3916,39,16,SEPTEMBER,9,"24,25",2025,24,2025-09-24
3916,39,16,SEPTEMBER,9,"24,25",2025,25,2025-09-25
3917,39,17,MAY,5,"15,16",2025,15,2025-05-15
3917,39,17,MAY,5,"15,16",2025,16,2025-05-16
3917,39,17,JULY,7,"23,24",2025,23,2025-07-23
3917,39,17,JULY,7,"23,24",2025,24,2025-07-24
3917,39,17,SEPTEMBER,9,"26,29",2025,26,2025-09-26
3917,39,17,SEPTEMBER,9,"26,29",2025,29,2025-09-29
3918,39,18,MAY,5,"19,20",2025,19,2025-05-19
3918,39,18,MAY,5,"19,20",2025,20,2025-05-20
3918,39,18,JULY,7,"25,28",2025,25,2025-07-25
3918,39,18,JULY,7,"25,28",2025,28,2025-07-28
3918,39,18,SEPTEMBER,9,30,2025,30,2025-09-30
3918,39,18,OCTOBER,10,1,2025,1,2025-10-01
3919,39,19,MAY,5,"21,22",2025,21,2025-05-21
3919,39,19,MAY,5,"21,22",2025,22,2025-05-22
3919,39,19,JULY,7,"29,30",2025,29,2025-07-29
3919,39,19,JULY,7,"29,30",2025,30,2025-07-30
3919,39,19,OCTOBER,10,"2,3",2025,2,2025-10-02
3919,39,19,OCTOBER,10,"2,3",2025,3,2025-10-03
3920,39,20,MAY,5,"23,27",2025,23,2025-05-23
3920,39,20,MAY,5,"23,27",2025,27,2025-05-27
3920,39,20,JULY,7,31,2025,31,2025-07-31
3920,39,20,AUGUST,8,1,2025,1,2025-08-01
3920,39,20,OCTOBER,10,"6,7",2025,6,2025-10-06
3920,39,20,OCTOBER,10,"6,7",2025,7,2025-10-07
3921,39,21,MAY,5,"28,29",2025,28,2025-05-28
3921,39,21,MAY,5,"28,29",2025,29,2025-05-29
3921,39,21,AUGUST,8,"4,5",2025,4,2025-08-04
3921,39,21,AUGUST,8,"4,5",2025,5,2025-08-05
3921,39,21,OCTOBER,10,"8,9",2025,8,2025-10-08
3921,39,21,OCTOBER,10,"8,9",2025,9,2025-10-09
3922,39,22,MAY,5,30,2025,30,2025-05-30
3922,39,22,JUNE,6,2,2025,2,2025-06-02
3922,39,22,AUGUST,8,"6,7",2025,6,2025-08-06
3922,39,22,AUGUST,8,"6,7",2025,7,2025-08-07
3922,39,22,OCTOBER,10,"10,14",2025,10,2025-10-10
3922,39,22,OCTOBER,10,"10,14",2025,14,2025-10-14
3923,39,23,JUNE,6,"3,4",2025,3,2025-06-03
3923,39,23,JUNE,6,"3,4",2025,4,2025-06-04
3923,39,23,AUGUST,8,"8,11",2025,8,2025-08-08
3923,39,23,AUGUST,8,"8,11",2025,11,2025-08-11
3923,39,23,OCTOBER,10,"15,16",2025,15,2025-10-15
3923,39,23,OCTOBER,10,"15,16",2025,16,2025-10-16
4001,40,01,MAY,5,"9,12",2025,9,2025-05-09
4001,40,01,MAY,5,"9,12",2025,12,2025-05-12
4001,40,01,JULY,7,"7,8",2025,7,2025-07-07
4001,40,01,JULY,7,"7,8",2025,8,2025-07-08
4001,40,01,AUGUST,8,"28,29",2025,28,2025-08-28
4001,40,01,AUGUST,8,"28,29",2025,29,2025-08-29
4001,40,01,OCTOBER,10,"23,24",2025,23,2025-10-23
4001,40,01,OCTOBER,10,"23,24",2025,24,2025-10-24
4002,40,02,MAY,5,"13,14",2025,13,2025-05-13
4002,40,02,MAY,5,"13,14",2025,14,2025-05-14
4002,40,02,JULY,7,"9,10",2025,9,2025-07-09
4002,40,02,JULY,7,"9,10",2025,10,2025-07-10
4002,40,02,SEPTEMBER,9,"2,3",2025,2,2025-09-02
4002,40,02,SEPTEMBER,9,"2,3",2025,3,2025-09-03
4002,40,02,OCTOBER,10,"27,28",2025,27,2025-10-27
4002,40,02,OCTOBER,10,"27,28",2025,28,2025-10-28
4003,40,03,MAY,5,"15,16",2025,15,2025-05-15
4003,40,03,MAY,5,"15,16",2025,16,2025-05-16
4003,40,03,JULY,7,"11,14",2025,11,2025-07-11
4003,40,03,JULY,7,"11,14",2025,14,2025-07-14
4003,40,03,SEPTEMBER,9,"4,5",2025,4,2025-09-04
4003,40,03,SEPTEMBER,9,"4,5",2025,5,2025-09-05
4003,40,03,OCTOBER,10,"29,30",2025,29,2025-10-29
4003,40,03,OCTOBER,10,"29,30",2025,30,2025-10-30
4004,40,04,MAY,5,"19,20",2025,19,2025-05-19
4004,40,04,MAY,5,"19,20",2025,20,2025-05-20
4004,40,04,JULY,7,"15,16",2025,15,2025-07-15
4004,40,04,JULY,7,"15,16",2025,16,2025-07-16
4004,40,04,SEPTEMBER,9,"8,9",2025,8,2025-09-08
4004,40,04,SEPTEMBER,9,"8,9",2025,9,2025-09-09
4004,40,04,OCTOBER,10,31,2025,31,2025-10-31
4004,40,04,NOVEMBER,11,3,2025,3,2025-11-03
4005,40,05,MAY,5,"21,22",2025,21,2025-05-21
4005,40,05,MAY,5,"21,22",2025,22,2025-05-22
4005,40,05,JULY,7,"17,18",2025,17,2025-07-17
4005,40,05,JULY,7,"17,18",2025,18,2025-07-18
4005,40,05,SEPTEMBER,9,"10,11",2025,10,2025-09-10
4005,40,05,SEPTEMBER,9,"10,11",2025,11,2025-09-11
4005,40,05,NOVEMBER,11,"4,5",2025,4,2025-11-04
4005,40,05,NOVEMBER,11,"4,5",2025,5,2025-11-05
4006,40,06,APRIL,4,"1,2",2025,1,2025-04-01
4006,40,06,APRIL,4,"1,2",2025,2,2025-04-02
4006,40,06,MAY,5,"23,27",2025,23,2025-05-23
4006,40,06,MAY,5,"23,27",2025,27,2025-05-27
4006,40,06,JULY,7,"21,22",2025,21,2025-07-21
4006,40,06,JULY,7,"21,22",2025,22,2025-07-22
4006,40,06,SEPTEMBER,9,"12,15",2025,12,2025-09-12
4006,40,06,SEPTEMBER,9,"12,15",2025,15,2025-09-15
4006,40,06,NOVEMBER,11,"6,7",2025,6,2025-11-06
4006,40,06,NOVEMBER,11,"6,7",2025,7,2025-11-07
4007,40,07,APRIL,4,"3,4",2025,3,2025-04-03
4007,40,07,APRIL,4,"3,4",2025,4,2025-04-04
4007,40,07,MAY,5,"28,29",2025,28,2025-05-28
4007,40,07,MAY,5,"28,29",2025,29,2025-05-29
4007,40,07,JULY,7,"23,24",2025,23,2025-07-23
4007,40,07,JULY,7,"23,24",2025,24,2025-07-24
4007,40,07,SEPTEMBER,9,"16,17",2025,16,2025-09-16
4007,40,07,SEPTEMBER,9,"16,17",2025,17,2025-09-17
4007,40,07,NOVEMBER,11,"10,12",2025,10,2025-11-10
4007,40,07,NOVEMBER,11,"10,12",2025,12,2025-11-12
4008,40,08,APRIL,4,"7,8",2025,7,2025-04-07
4008,40,08,APRIL,4,"7,8",2025,8,2025-04-08
4008,40,08,MAY,5,30,2025,30,2025-05-30
4008,40,08,JUNE,6,2,2025,2,2025-06-02
4008,40,08,JULY,7,"25,26",2025,25,2025-07-25
4008,40,08,JULY,7,"25,26",2025,26,2025-07-26
4008,40,08,SEPTEMBER,9,"18,19",2025,18,2025-09-18
4008,40,08,SEPTEMBER,9,"18,19",2025,19,2025-09-19
4008,40,08,NOVEMBER,11,"13,14",2025,13,2025-11-13
4008,40,08,NOVEMBER,11,"13,14",2025,14,2025-11-14
4009,40,09,APRIL,4,"9,10",2025,9,2025-04-09
4009,40,09,APRIL,4,"9,10",2025,10,2025-04-10
4009,40,09,JUNE,6,"3,4",2025,3,2025-06-03
4009,40,09,JUNE,6,"3,4",2025,4,2025-06-04
4009,40,09,JULY,7,"29,30",2025,29,2025-07-29
4009,40,09,JULY,7,"29,30",2025,30,2025-07-30
4009,40,09,SEPTEMBER,9,"22,23",2025,22,2025-09-22
4009,40,09,SEPTEMBER,9,"22,23",2025,23,2025-09-23
4009,40,09,NOVEMBER,11,"17,18",2025,17,2025-11-17
4009,40,09,NOVEMBER,11,"17,18",2025,18,2025-11-18
4010,40,10,APRIL,4,"11,14",2025,11,2025-04-11
4010,40,10,APRIL,4,"11,14",2025,14,2025-04-14
4010,40,10,JUNE,6,"5,6",2025,5,2025-06-05
4010,40,10,JUNE,6,"5,6",2025,6,2025-06-06
4010,40,10,JULY,7,31,2025,31,2025-07-31
4010,40,10,AUGUST,8,1,2025,1,2025-08-01
4010,40,10,SEPTEMBER,9,"24,25",2025,24,2025-09-24
4010,40,10,SEPTEMBER,9,"24,25",2025,25,2025-09-25
4010,40,10,NOVEMBER,11,"19,20",2025,19,2025-11-19
4010,40,10,NOVEMBER,11,"19,20",2025,20,2025-11-20
4011,40,11,APRIL,4,"15,16",2025,15,2025-04-15
4011,40,11,APRIL,4,"15,16",2025,16,2025-04-16
4011,40,11,JUNE,6,"9,10",2025,9,2025-06-09
4011,40,11,JUNE,6,"9,10",2025,10,2025-06-10
4011,40,11,AUGUST,8,"4,5",2025,4,2025-08-04
4011,40,11,AUGUST,8,"4,5",2025,5,2025-08-05
4011,40,11,SEPTEMBER,9,"26,29",2025,26,2025-09-26
4011,40,11,SEPTEMBER,9,"26,29",2025,29,2025-09-29
4011,40,11,NOVEMBER,11,"21,24",2025,21,2025-11-21
4011,40,11,NOVEMBER,11,"21,24",2025,24,2025-11-24
4012,40,12,APRIL,4,"17,18",2025,17,2025-04-17
4012,40,12,APRIL,4,"17,18",2025,18,2025-04-18
4012,40,12,JUNE,6,"11,12",2025,11,2025-06-11
4012,40,12,JUNE,6,"11,12",2025,12,2025-06-12
4012,40,12,AUGUST,8,"6,7",2025,6,2025-08-06
4012,40,12,AUGUST,8,"6,7",2025,7,2025-08-07
4012,40,12,SEPTEMBER,9,30,2025,30,2025-09-30
4012,40,12,OCTOBER,10,1,2025,1,2025-10-01
4013,40,13,APRIL,4,"21,22",2025,21,2025-04-21
4013,40,13,APRIL,4,"21,22",2025,22,2025-04-22
4013,40,13,JUNE,6,"13,16",2025,13,2025-06-13
4013,40,13,JUNE,6,"13,16",2025,16,2025-06-16
4013,40,13,AUGUST,8,"8,11",2025,8,2025-08-08
4013,40,13,AUGUST,8,"8,11",2025,11,2025-08-11
4013,40,13,OCTOBER,10,"2,3",2025,2,2025-10-02
4013,40,13,OCTOBER,10,"2,3",2025,3,2025-10-03
4014,40,14,APRIL,4,"23,24",2025,23,2025-04-23
4014,40,14,APRIL,4,"23,24",2025,24,2025-04-24
4014,40,14,JUNE,6,"17,18",2025,17,2025-06-17
4014,40,14,JUNE,6,"17,18",2025,18,2025-06-18
4014,40,14,AUGUST,8,"12,13",2025,12,2025-08-12
4014,40,14,AUGUST,8,"12,13",2025,13,2025-08-13
4014,40,14,OCTOBER,10,"6,7",2025,6,2025-10-06
4014,40,14,OCTOBER,10,"6,7",2025,7,2025-10-07
4015,40,15,APRIL,4,"25,28",2025,25,2025-04-25
4015,40,15,APRIL,4,"25,28",2025,28,2025-04-28
4015,40,15,JUNE,6,"20,23",2025,20,2025-06-20
4015,40,15,JUNE,6,"20,23",2025,23,2025-06-23
4015,40,15,AUGUST,8,"14,15",2025,14,2025-08-14
4015,40,15,AUGUST,8,"14,15",2025,15,2025-08-15
4015,40,15,OCTOBER,10,"8,9",2025,8,2025-10-08
4015,40,15,OCTOBER,10,"8,9",2025,9,2025-10-09
4016,40,16,APRIL,4,"29,30",2025,29,2025-04-29
4016,40,16,APRIL,4,"29,30",2025,30,2025-04-30
4016,40,16,JUNE,6,"24,25",2025,24,2025-06-24
4016,40,16,JUNE,6,"24,25",2025,25,2025-06-25
4016,40,16,AUGUST,8,"18,19",2025,18,2025-08-18
4016,40,16,AUGUST,8,"18,19",2025,19,2025-08-19
4016,40,16,OCTOBER,10,"10,14",2025,10,2025-10-10
4016,40,16,OCTOBER,10,"10,14",2025,14,2025-10-14
4017,40,17,MAY,5,"1,2",2025,1,2025-05-01
4017,40,17,MAY,5,"1,2",2025,2,2025-05-02
4017,40,17,JUNE,6,"26,27",2025,26,2025-06-26
4017,40,17,JUNE,6,"26,27",2025,27,2025-06-27
4017,40,17,AUGUST,8,"20,21",2025,20,2025-08-20
4017,40,17,AUGUST,8,"20,21",2025,21,2025-08-21
4017,40,17,OCTOBER,10,"15,16",2025,15,2025-10-15
4017,40,17,OCTOBER,10,"15,16",2025,16,2025-10-16
4018,40,18,MAY,5,"5,6",2025,5,2025-05-05
4018,40,18,MAY,5,"5,6",2025,6,2025-05-06
4018,40,18,JUNE,6,30,2025,30,2025-06-30
4018,40,18,JULY,7,1,2025,1,2025-07-01
4018,40,18,AUGUST,8,"22,25",2025,22,2025-08-22
4018,40,18,AUGUST,8,"22,25",2025,25,2025-08-25
4018,40,18,OCTOBER,10,"17,20",2025,17,2025-10-17
4018,40,18,OCTOBER,10,"17,20",2025,20,2025-10-20
4019,40,19,MAY,5,"7,8",2025,7,2025-05-07
4019,40,19,MAY,5,"7,8",2025,8,2025-05-08
4019,40,19,JULY,7,"2,3",2025,2,2025-07-02
4019,40,19,JULY,7,"2,3",2025,3,2025-07-03
4019,40,19,AUGUST,8,"26,27",2025,26,2025-08-26
4019,40,19,AUGUST,8,"26,27",2025,27,2025-08-27
4019,40,19,OCTOBER,10,"21,22",2025,21,2025-10-21
4019,40,19,OCTOBER,10,"21,22",2025,22,2025-10-22
4101,41,01,APRIL,4,"17,18",2025,17,2025-04-17
4101,41,01,APRIL,4,"17,18",2025,18,2025-04-18
4101,41,01,JUNE,6,"3,4",2025,3,2025-06-03
4101,41,01,JUNE,6,"3,4",2025,4,2025-06-04
4101,41,01,JULY,7,"21,22",2025,21,2025-07-21
4101,41,01,JULY,7,"21,22",2025,22,2025-07-22
4101,41,01,SEPTEMBER,9,"4,5",2025,4,2025-09-04
4101,41,01,SEPTEMBER,9,"4,5",2025,5,2025-09-05
4101,41,01,OCTOBER,10,"23,24",2025,23,2025-10-23
4101,41,01,OCTOBER,10,"23,24",2025,24,2025-10-24
4102,41,02,APRIL,4,"17,18",2025,17,2025-04-17
4102,41,02,APRIL,4,"17,18",2025,18,2025-04-18
4102,41,02,JUNE,6,"3,4",2025,3,2025-06-03
4102,41,02,JUNE,6,"3,4",2025,4,2025-06-04
4102,41,02,JULY,7,"21,22",2025,21,2025-07-21
4102,41,02,JULY,7,"21,22",2025,22,2025-07-22
4102,41,02,SEPTEMBER,9,"4,5",2025,4,2025-09-04
4102,41,02,SEPTEMBER,9,"4,5",2025,5,2025-09-05
4102,41,02,OCTOBER,10,"27,28",2025,27,2025-10-27
4102,41,02,OCTOBER,10,"27,28",2025,28,2025-10-28
4103,41,03,APRIL,4,"21,22",2025,21,2025-04-21
4103,41,03,APRIL,4,"21,22",2025,22,2025-04-22
4103,41,03,JUNE,6,"5,6",2025,5,2025-06-05
4103,41,03,JUNE,6,"5,6",2025,6,2025-06-06
4103,41,03,JULY,7,"23,24",2025,23,2025-07-23
4103,41,03,JULY,7,"23,24",2025,24,2025-07-24
4103,41,03,SEPTEMBER,9,"8,9",2025,8,2025-09-08
4103,41,03,SEPTEMBER,9,"8,9",2025,9,2025-09-09
4103,41,03,OCTOBER,10,"29,30",2025,29,2025-10-29
4103,41,03,OCTOBER,10,"29,30",2025,30,2025-10-30
4104,41,04,APRIL,4,"21,22",2025,21,2025-04-21
4104,41,04,APRIL,4,"21,22",2025,22,2025-04-22
4104,41,04,JUNE,6,"5,6",2025,5,2025-06-05
4104,41,04,JUNE,6,"5,6",2025,6,2025-06-06
4104,41,04,JULY,7,"23,24",2025,23,2025-07-23
4104,41,04,JULY,7,"23,24",2025,24,2025-07-24
4104,41,04,SEPTEMBER,9,"8,9",2025,8,2025-09-08
4104,41,04,SEPTEMBER,9,"8,9",2025,9,2025-09-09
4104,41,04,OCTOBER,10,31,2025,31,2025-10-31
4104,41,04,NOVEMBER,11,3,2025,3,2025-11-03
4105,41,05,APRIL,4,"23,24",2025,23,2025-04-23
4105,41,05,APRIL,4,"23,24",2025,24,2025-04-24
4105,41,05,JUNE,6,"9,10",2025,9,2025-06-09
4105,41,05,JUNE,6,"9,10",2025,10,2025-06-10
4105,41,05,JULY,7,"25,8",2025,25,2025-07-25
4105,41,05,JULY,7,"25,8",2025,8,2025-07-08
4105,41,05,SEPTEMBER,9,"10,11",2025,10,2025-09-10
4105,41,05,SEPTEMBER,9,"10,11",2025,11,2025-09-11
4105,41,05,NOVEMBER,11,"4,5",2025,4,2025-11-04
4105,41,05,NOVEMBER,11,"4,5",2025,5,2025-11-05
4106,41,06,APRIL,4,"23,24",2025,23,2025-04-23
4106,41,06,APRIL,4,"23,24",2025,24,2025-04-24
4106,41,06,JUNE,6,"9,10",2025,9,2025-06-09
4106,41,06,JUNE,6,"9,10",2025,10,2025-06-10
4106,41,06,JULY,7,"25,28",2025,25,2025-07-25
4106,41,06,JULY,7,"25,28",2025,28,2025-07-28
4106,41,06,SEPTEMBER,9,"10,11",2025,10,2025-09-10
4106,41,06,SEPTEMBER,9,"10,11",2025,11,2025-09-11
4106,41,06,NOVEMBER,11,"6,7",2025,6,2025-11-06
4106,41,06,NOVEMBER,11,"6,7",2025,7,2025-11-07
4107,41,07,APRIL,4,"25,28",2025,25,2025-04-25
4107,41,07,APRIL,4,"25,28",2025,28,2025-04-28
4107,41,07,JUNE,6,"11,12",2025,11,2025-06-11
4107,41,07,JUNE,6,"11,12",2025,12,2025-06-12
4107,41,07,JULY,7,"29,30",2025,29,2025-07-29
4107,41,07,JULY,7,"29,30",2025,30,2025-07-30
4107,41,07,SEPTEMBER,9,"12,15",2025,12,2025-09-12
4107,41,07,SEPTEMBER,9,"12,15",2025,15,2025-09-15
4107,41,07,NOVEMBER,11,"10,12",2025,10,2025-11-10
4107,41,07,NOVEMBER,11,"10,12",2025,12,2025-11-12
4108,41,08,APRIL,4,"25,28",2025,25,2025-04-25
4108,41,08,APRIL,4,"25,28",2025,28,2025-04-28
4108,41,08,JUNE,6,"11,12",2025,11,2025-06-11
4108,41,08,JUNE,6,"11,12",2025,12,2025-06-12
4108,41,08,JULY,7,"29,30",2025,29,2025-07-29
4108,41,08,JULY,7,"29,30",2025,30,2025-07-30
4108,41,08,SEPTEMBER,9,"12,15",2025,12,2025-09-12
4108,41,08,SEPTEMBER,9,"12,15",2025,15,2025-09-15
4108,41,08,NOVEMBER,11,"13,14",2025,13,2025-11-13
4108,41,08,NOVEMBER,11,"13,14",2025,14,2025-11-14
4109,41,09,APRIL,4,"29,30",2025,29,2025-04-29
4109,41,09,APRIL,4,"29,30",2025,30,2025-04-30
4109,41,09,JUNE,6,"13,16",2025,13,2025-06-13
4109,41,09,JUNE,6,"13,16",2025,16,2025-06-16
4109,41,09,JULY,7,31,2025,31,2025-07-31
4109,41,09,AUGUST,8,1,2025,1,2025-08-01
4109,41,09,SEPTEMBER,9,"16,17",2025,16,2025-09-16
4109,41,09,SEPTEMBER,9,"16,17",2025,17,2025-09-17
4109,41,09,NOVEMBER,11,"17,18",2025,17,2025-11-17
4109,41,09,NOVEMBER,11,"17,18",2025,18,2025-11-18
4110,41,10,APRIL,4,"29,30",2025,29,2025-04-29
4110,41,10,APRIL,4,"29,30",2025,30,2025-04-30
4110,41,10,JUNE,6,"13,16",2025,13,2025-06-13
4110,41,10,JUNE,6,"13,16",2025,16,2025-06-16
4110,41,10,JULY,7,31,2025,31,2025-07-31
4110,41,10,AUGUST,8,1,2025,1,2025-08-01
4110,41,10,SEPTEMBER,9,"16,17",2025,16,2025-09-16
4110,41,10,SEPTEMBER,9,"16,17",2025,17,2025-09-17
4110,41,10,NOVEMBER,11,"19,20",2025,19,2025-11-19
4110,41,10,NOVEMBER,11,"19,20",2025,20,2025-11-20
4111,41,11,MAY,5,"1,2",2025,1,2025-05-01
4111,41,11,MAY,5,"1,2",2025,2,2025-05-02
4111,41,11,JUNE,6,"17,18",2025,17,2025-06-17
4111,41,11,JUNE,6,"17,18",2025,18,2025-06-18
4111,41,11,AUGUST,8,"4,5",2025,4,2025-08-04
4111,41,11,AUGUST,8,"4,5",2025,5,2025-08-05
4111,41,11,SEPTEMBER,9,"18,19",2025,18,2025-09-18
4111,41,11,SEPTEMBER,9,"18,19",2025,19,2025-09-19
4112,41,12,MAY,5,"1,2",2025,1,2025-05-01
4112,41,12,MAY,5,"1,2",2025,2,2025-05-02
4112,41,12,JUNE,6,"17,18",2025,17,2025-06-17
4112,41,12,JUNE,6,"17,18",2025,18,2025-06-18
4112,41,12,AUGUST,8,"4,5",2025,4,2025-08-04
4112,41,12,AUGUST,8,"4,5",2025,5,2025-08-05
4112,41,12,SEPTEMBER,9,"18,19",2025,18,2025-09-18
4112,41,12,SEPTEMBER,9,"18,19",2025,19,2025-09-19
4113,41,13,MAY,5,"5,6",2025,5,2025-05-05
4113,41,13,MAY,5,"5,6",2025,6,2025-05-06
4113,41,13,JUNE,6,"20,23",2025,20,2025-06-20
4113,41,13,JUNE,6,"20,23",2025,23,2025-06-23
4113,41,13,AUGUST,8,"6,7",2025,6,2025-08-06
4113,41,13,AUGUST,8,"6,7",2025,7,2025-08-07
4113,41,13,SEPTEMBER,9,"22,23",2025,22,2025-09-22
4113,41,13,SEPTEMBER,9,"22,23",2025,23,2025-09-23
4114,41,14,MAY,5,"5,6",2025,5,2025-05-05
4114,41,14,MAY,5,"5,6",2025,6,2025-05-06
4114,41,14,JUNE,6,"20,23",2025,20,2025-06-20
4114,41,14,JUNE,6,"20,23",2025,23,2025-06-23
4114,41,14,AUGUST,8,"6,7",2025,6,2025-08-06
4114,41,14,AUGUST,8,"6,7",2025,7,2025-08-07
4114,41,14,SEPTEMBER,9,"22,23",2025,22,2025-09-22
4114,41,14,SEPTEMBER,9,"22,23",2025,23,2025-09-23
4115,41,15,MAY,5,"7,8",2025,7,2025-05-07
4115,41,15,MAY,5,"7,8",2025,8,2025-05-08
4115,41,15,JUNE,6,"24,25",2025,24,2025-06-24
4115,41,15,JUNE,6,"24,25",2025,25,2025-06-25
4115,41,15,AUGUST,8,"8,11",2025,8,2025-08-08
4115,41,15,AUGUST,8,"8,11",2025,11,2025-08-11
4115,41,15,SEPTEMBER,9,"24,25",2025,24,2025-09-24
4115,41,15,SEPTEMBER,9,"24,25",2025,25,2025-09-25
4116,41,16,MAY,5,"7,8",2025,7,2025-05-07
4116,41,16,MAY,5,"7,8",2025,8,2025-05-08
4116,41,16,JUNE,6,"24,25",2025,24,2025-06-24
4116,41,16,JUNE,6,"24,25",2025,25,2025-06-25
4116,41,16,AUGUST,8,"8,11",2025,8,2025-08-08
4116,41,16,AUGUST,8,"8,11",2025,11,2025-08-11
4116,41,16,SEPTEMBER,9,"24,25",2025,24,2025-09-24
4116,41,16,SEPTEMBER,9,"24,25",2025,25,2025-09-25
4117,41,17,MAY,5,"9,12",2025,9,2025-05-09
4117,41,17,MAY,5,"9,12",2025,12,2025-05-12
4117,41,17,JUNE,6,"26,27",2025,26,2025-06-26
4117,41,17,JUNE,6,"26,27",2025,27,2025-06-27
4117,41,17,AUGUST,8,"12,13",2025,12,2025-08-12
4117,41,17,AUGUST,8,"12,13",2025,13,2025-08-13
4117,41,17,SEPTEMBER,9,"26,29",2025,26,2025-09-26
4117,41,17,SEPTEMBER,9,"26,29",2025,29,2025-09-29
4118,41,18,MAY,5,"9,12",2025,9,2025-05-09
4118,41,18,MAY,5,"9,12",2025,12,2025-05-12
4118,41,18,JUNE,6,"26,27",2025,26,2025-06-26
4118,41,18,JUNE,6,"26,27",2025,27,2025-06-27
4118,41,18,AUGUST,8,"12,13",2025,12,2025-08-12
4118,41,18,AUGUST,8,"12,13",2025,13,2025-08-13
4118,41,18,SEPTEMBER,9,"26,29",2025,26,2025-09-26
4118,41,18,SEPTEMBER,9,"26,29",2025,29,2025-09-29
4119,41,19,MAY,5,"13,14",2025,13,2025-05-13
4119,41,19,MAY,5,"13,14",2025,14,2025-05-14
4119,41,19,JUNE,6,30,2025,30,2025-06-30
4119,41,19,JULY,7,1,2025,1,2025-07-01
4119,41,19,AUGUST,8,"14,15",2025,14,2025-08-14
4119,41,19,AUGUST,8,"14,15",2025,15,2025-08-15
4119,41,19,SEPTEMBER,9,30,2025,30,2025-09-30
4119,41,19,OCTOBER,10,1,2025,1,2025-10-01
4120,41,20,MAY,5,"13,14",2025,13,2025-05-13
4120,41,20,MAY,5,"13,14",2025,14,2025-05-14
4120,41,20,JUNE,6,30,2025,30,2025-06-30
4120,41,20,JULY,7,1,2025,1,2025-07-01
4120,41,20,AUGUST,8,"14,15",2025,14,2025-08-14
4120,41,20,AUGUST,8,"14,15",2025,15,2025-08-15
4120,41,20,SEPTEMBER,9,30,2025,30,2025-09-30
4120,41,20,OCTOBER,10,1,2025,1,2025-10-01
4121,41,21,APRIL,4,"1,2",2025,1,2025-04-01
4121,41,21,APRIL,4,"1,2",2025,2,2025-04-02
4121,41,21,MAY,5,"15,16",2025,15,2025-05-15
4121,41,21,MAY,5,"15,16",2025,16,2025-05-16
4121,41,21,JULY,7,"2,3",2025,2,2025-07-02
4121,41,21,JULY,7,"2,3",2025,3,2025-07-03
4121,41,21,AUGUST,8,"18,19",2025,18,2025-08-18
4121,41,21,AUGUST,8,"18,19",2025,19,2025-08-19
4121,41,21,OCTOBER,10,"2,3",2025,2,2025-10-02
4121,41,21,OCTOBER,10,"2,3",2025,3,2025-10-03
4122,41,22,APRIL,4,"1,2",2025,1,2025-04-01
4122,41,22,APRIL,4,"1,2",2025,2,2025-04-02
4122,41,22,MAY,5,"15,16",2025,15,2025-05-15
4122,41,22,MAY,5,"15,16",2025,16,2025-05-16
4122,41,22,JULY,7,"2,3",2025,2,2025-07-02
4122,41,22,JULY,7,"2,3",2025,3,2025-07-03
4122,41,22,AUGUST,8,"18,19",2025,18,2025-08-18
4122,41,22,AUGUST,8,"18,19",2025,19,2025-08-19
4122,41,22,OCTOBER,10,"2,3",2025,2,2025-10-02
4122,41,22,OCTOBER,10,"2,3",2025,3,2025-10-03
4123,41,23,APRIL,4,"3,4",2025,3,2025-04-03
4123,41,23,APRIL,4,"3,4",2025,4,2025-04-04
4123,41,23,MAY,5,"19,20",2025,19,2025-05-19
4123,41,23,MAY,5,"19,20",2025,20,2025-05-20
4123,41,23,JULY,7,"7,8",2025,7,2025-07-07
4123,41,23,JULY,7,"7,8",2025,8,2025-07-08
4123,41,23,AUGUST,8,"20,21",2025,20,2025-08-20
4123,41,23,AUGUST,8,"20,21",2025,21,2025-08-21
4123,41,23,OCTOBER,10,"6,7",2025,6,2025-10-06
4123,41,23,OCTOBER,10,"6,7",2025,7,2025-10-07
4124,41,24,APRIL,4,"3,4",2025,3,2025-04-03
